,To rent,To sell,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of the terrace,Garden,Area of the garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building,zipcode,type
9980714,True,False,1040.0,2.0,109.0,True,False,,,,"['Villa Neerleie', 2020, 2, 4, '\n                                    Excellent état\n                                ', 1, 'Urbain\n                                                                ', 109, 20, '\n                                    Hyper équipée\n                                ', 15, 2, 12, 14, False, 1, 1, False, False, False, True, '\n                                    Sud-ouest\n                                ', 24, False, True, False, True, False, False, True, True, False, False, False, False, False, False, False, 16, True, True, False, True, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1040, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 690, '\n                                                    http://www.landbergh.be/\n                                                ', 22038]",,,,,False,"
                                    Excellent état
                                ",9800,Appartement
10297432,True,False,1450.0,2.0,110.0,True,False,,,,"[1, 2008, '\n                                    Excellent état\n                                ', 3, 110, 40, '\n                                    Équipée\n                                ', 10, 2, 20, 14, False, 1, 1, False, 8, False, True, True, '\n                                    Sud\n                                ', 61, False, True, False, False, False, True, True, True, False, 175, '\n                                                                    B\n                                                            ', 20190322, False, False, False, '\n                                Gaz\n                            ', False, True, True, False, False, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1450, False, 18, True, '\n                                                    http://www.verimass.be\n                                                ', 6267]",,,,3.0,False,"
                                    Excellent état
                                ",3001,Penthouse
10281698,True,False,995.0,2.0,105.0,True,,,,,,,,,,False,,2820,Duplex
10303018,True,False,1850.0,3.0,,,False,,,,"[4, 1, 10, 3, 1, False, True, False, False, 2400, 39, '\n                                        Connecté\n                                    ', True, True, '\n                                    Sud\n                                ', False, True, True, True, False, True, True, False, 299, '\n                                                                    C\n                                                            ', 20221222, False, False, False, 1850, False, 33, 61, '\n                                                    http://www.opt-immo.be\n                                                ', 76]",,,,4.0,False,,8720,Manoir
10261122,True,False,1050.0,2.0,90.0,,False,,,,,,,,2.0,,,1780,Penthouse
10266754,True,False,740.0,2.0,114.0,,False,,,,,,,,3.0,,,3400,Maison
10238687,True,False,1050.0,2.0,95.0,,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",2000,Appartement
10305956,True,False,825.0,2.0,89.0,,False,,,,,,,,,,,1500,Appartement
10289638,True,False,1100.0,2.0,75.0,,False,,,,,,,,2.0,False,,1210,Appartement
10277475,True,False,950.0,2.0,90.0,True,,,,,,,,,1.0,False,"
                                    Excellent état
                                ",3018,Maison
10284705,True,False,1150.0,2.0,100.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",2000,Duplex
10299110,True,False,850.0,1.0,77.0,True,False,,,,True,20.0,,,4.0,False,"
                                    Excellent état
                                ",9051,Rez-de-chaussée
10075576,True,False,1150.0,2.0,99.0,True,False,,,,,,,,2.0,,,1070,Appartement
10218111,True,False,2300.0,5.0,465.0,True,,,,,True,600.0,,,4.0,False,,3080,Villa
10277981,True,False,1150.0,2.0,205.0,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",2400,Rez-de-chaussée
10222399,True,False,650.0,2.0,110.0,True,False,,True,,,,,,3.0,,"
                                    Bon
                                ",8490,Maison
10259425,True,False,1150.0,2.0,93.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",1180,Appartement
10299031,True,False,850.0,2.0,75.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",3001,Appartement
10124699,True,False,1300.0,2.0,78.0,,True,,True,,,,,,,,,2060,Appartement
10252035,True,False,1200.0,1.0,52.0,True,True,,True,,,,,,,False,"
                                    Bon
                                ",1040,Appartement
10286321,True,False,675.0,2.0,140.0,,,,,,"['\n                                    Excellent état\n                                ', 1, 'Urbain\n                                                                ', 140, True, 2, False, 1, 1, False, False, 235, False, False, True, '\n                                    Ouest\n                                ', False, False, False, False, False, False, True, False, False, 487, '\n                                                                    E\n                                                            ', 20200911, False, False, False, 675, False, 12, 17, '\n                                                    http://www.bordes.be\n                                                ', 22122]",,,,,False,"
                                    Excellent état
                                ",8870,Maison
10288368,True,False,860.0,2.0,82.0,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",3010,Appartement
10124204,True,False,1300.0,2.0,80.0,,True,,True,,,,,,,,,2140,Appartement
10150729,True,False,900.0,2.0,70.0,True,False,,,,,,,,1.0,,"
                                    Excellent état
                                ",3070,Appartement
10238569,True,False,1200.0,2.0,104.0,,False,,,,,,,,2.0,False,"
                                    Bon
                                ",1970,Appartement
9999536,True,False,690.0,2.0,105.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",7700,Maison
10185675,True,False,850.0,3.0,162.0,,False,,True,,,,,,4.0,False,"
                                    Bon
                                ",2260,Maison
10220204,True,False,1000.0,1.0,83.0,True,False,,,,,,,,4.0,,"
                                    Bon
                                ",3080,Appartement
10177793,True,False,750.0,3.0,100.0,,,,True,,,,,,,False,"
                                    Excellent état
                                ",8770,Maison
10249518,True,False,1250.0,2.0,102.0,True,False,,True,,,,,,4.0,False,"
                                    Excellent état
                                ",1000,Appartement
10187479,True,False,1050.0,3.0,120.0,True,False,,,,"['\n                                    À définir\n                                ', '\n                                    Excellent état\n                                ', 95, 4, 1, 1, 120, 33, '\n                                    Hyper équipée\n                                ', 20, 3, 12, 9, 12, False, 1, 1, 1, True, False, 109, False, 725, True, '\n                                    Est\n                                ', 19, 406, '\n                                                                    E\n                                                            ', 20221029, False, False, False, '\n                                Gaz\n                            ', False, True, True, 145, False, False, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1050, False, 15, 4, '\n                                                    http://www.vastgoedpicavet.be\n                                                ', 14]",,,,4.0,,"
                                    Excellent état
                                ",2460,Maison
10300581,True,False,2500.0,4.0,,True,False,,,,"[1, 1978, '\n                                    Bon\n                                ', 4, 2, 2, ""Zone d'habitat (résidentiel, urbain ou rural)\n                                                                "", 30, True, 1, '\n                                    Hyper équipée\n                                ', 16, 4, 16, 16, 16, 15, False, 2, 3, True, False, 30, False, True, '\n                                    Sud\n                                ', 30, False, False, False, False, True, True, False, False, 385, '\n                                                                    D\n                                                            ', 1570545, False, False, False, '\n                                Gaz\n                            ', False, True, False, ""\n                                    Zone d'extension d'habitat\n                                "", 2500, False, 19, 15, '\n                                                    http://www.ifacservice.be\n                                                ', 354981]",,,,4.0,False,"
                                    Bon
                                ",3080,Villa
10250261,True,False,795.0,3.0,166.0,True,False,,True,,,,,,,False,"
                                    Excellent état
                                ",8750,Maison
